schemaVersion,recordType,source.name,source.url,content.entityName,content.data.employeeCount,collectedAt
1.0,STARTUP,FrontierAtlas Directory Scraper,https://trychroma.com/about,Chroma,31,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://langchain.com/about,LangChain,143,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://llamaindex.ai/about,LlamaIndex,129,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://wandb.ai/about,Weights & Biases,415,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://replicate.com/about,Replicate,146,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://eleuther.ai/about,EleutherAI,63,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://groq.com/about,Groq,297,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://sambanova.ai/about,SambaNova,482,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cerebras.ai/about,Cerebras Systems,519,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://etched.com/about,Etched,173,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cognition-labs.com/about,Cognition AI,90,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://harvey.ai/about,Harvey AI,263,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://synthesia.io/about,Synthesia,376,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://elevenlabs.io/about,ElevenLabs,202,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://openai.com/about,OpenAI,1608,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anthropic.com/about,Anthropic,898,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cohere.com/about,Cohere,469,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://mistral.ai/about,Mistral AI,278,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://stability.ai/about,Stability AI,321,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://huggingface.co/about,Hugging Face,352,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://midjourney.com/about,Midjourney,91,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://runwayml.com/about,Runway,219,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://scale.com/about,Scale AI,1203,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://perplexity.ai/about,Perplexity AI,138,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://glean.com/about,Glean,351,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://adept.ai/about,Adept AI,131,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://character.ai/about,Character.ai Labs #46,301,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://together.ai/about,Together AI,162,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anyscale.com/about,Scale AI,265,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://inflection.ai/about,Inflection AI,138,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://pinecone.io/about,Pinecone,350,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://weaviate.io/about,Weaviate,218,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://qdrant.tech/about,Qdrant,130,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://trychroma.com/about,Chroma,160,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://langchain.com/about,LangChain,68,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://llamaindex.ai/about,LlamaIndex,207,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://wandb.ai/about,"Weights & Biases, Inc. Labs #56",320,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://replicate.com/about,Replicate,143,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://eleuther.ai/about,EleutherAI,81,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://groq.com/about,Groq,297,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://sambanova.ai/about,SambaNova,487,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cerebras.ai/about,Cerebras Systems,487,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://etched.com/about,Etched,126,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cognition-labs.com/about,Cognition AI,90,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://harvey.ai/about,Harvey AI,200,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://synthesia.io/about,Synthesia,460,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://elevenlabs.io/about,ElevenLabs,272,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://openai.com/about,OpenAI,1547,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anthropic.com/about,Anthropic,854,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cohere.com/about,Cohere,563,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://mistral.ai/about,Mistral AI,278,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://stability.ai/about,Stability AI,327,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://huggingface.co/about,Hugging Face,448,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://midjourney.com/about,Midjourney,214,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://runwayml.com/about,Runway,367,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://scale.com/about,Scale AI,1267,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://perplexity.ai/about,Perplexity AI,290,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://glean.com/about,Glean,313,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://adept.ai/about,Adept AI,100,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://character.ai/about,Character.ai Labs #79,259,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://together.ai/about,Together AI,252,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anyscale.com/about,Scale AI,282,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://inflection.ai/about,Inflection AI,238,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://pinecone.io/about,Pinecone,233,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://weaviate.io/about,Weaviate,259,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://qdrant.tech/about,Qdrant,150,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://trychroma.com/about,Chroma,138,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://langchain.com/about,LangChain,110,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://llamaindex.ai/about,LlamaIndex,76,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://wandb.ai/about,Weights & Biases Labs #89,364,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://replicate.com/about,Replicate,105,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://eleuther.ai/about,EleutherAI,82,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://groq.com/about,Groq,359,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://sambanova.ai/about,SambaNova,559,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cerebras.ai/about,Cerebras Systems,553,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://etched.com/about,Etched,51,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cognition-labs.com/about,Cognition AI,93,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://harvey.ai/about,Harvey AI,234,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://synthesia.io/about,Synthesia,344,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://elevenlabs.io/about,ElevenLabs,312,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://openai.com/about,OpenAI,1549,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anthropic.com/about,Anthropic,998,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cohere.com/about,Cohere,571,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://mistral.ai/about,Mistral AI,227,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://stability.ai/about,Stability AI,249,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://huggingface.co/about,Hugging Face,485,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://midjourney.com/about,Midjourney,165,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://runwayml.com/about,Runway,250,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://scale.com/about,Scale AI,1285,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://perplexity.ai/about,Perplexity AI,284,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://glean.com/about,Glean,377,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://adept.ai/about,Adept AI,138,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://character.ai/about,"Character.ai, Inc. Labs #112",308,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://together.ai/about,Together AI,139,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anyscale.com/about,Scale AI,328,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://inflection.ai/about,Inflection AI,195,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://pinecone.io/about,Pinecone,345,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://weaviate.io/about,Weaviate,166,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://qdrant.tech/about,Qdrant,130,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://trychroma.com/about,Chroma,29,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://langchain.com/about,LangChain,224,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://llamaindex.ai/about,LlamaIndex,184,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://wandb.ai/about,Weights & Biases Labs #122,357,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://replicate.com/about,Replicate,56,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://eleuther.ai/about,EleutherAI,124,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://groq.com/about,Groq,223,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://sambanova.ai/about,SambaNova,561,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cerebras.ai/about,Cerebras Systems,415,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://etched.com/about,Etched,109,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cognition-labs.com/about,Cognition AI,59,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://harvey.ai/about,Harvey AI,246,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://synthesia.io/about,Synthesia,407,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://elevenlabs.io/about,ElevenLabs,218,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://openai.com/about,OpenAI,1641,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anthropic.com/about,Anthropic,986,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cohere.com/about,Cohere,474,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://mistral.ai/about,Mistral AI,228,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://stability.ai/about,Stability AI,201,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://huggingface.co/about,Hugging Face,469,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://midjourney.com/about,Midjourney,119,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://runwayml.com/about,Runway,363,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://scale.com/about,Scale AI,1223,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://perplexity.ai/about,Perplexity AI,188,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://glean.com/about,Glean,363,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://adept.ai/about,Adept AI,197,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://character.ai/about,Character.ai Labs #145,281,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://together.ai/about,Together AI,250,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anyscale.com/about,Scale AI,380,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://inflection.ai/about,Inflection AI,152,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://pinecone.io/about,Pinecone,268,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://weaviate.io/about,Weaviate,261,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://qdrant.tech/about,Qdrant,90,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://trychroma.com/about,Chroma,183,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://langchain.com/about,LangChain,203,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://llamaindex.ai/about,LlamaIndex,169,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://wandb.ai/about,Weights & Biases Labs #155,310,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://replicate.com/about,Replicate,178,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://eleuther.ai/about,EleutherAI,82,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://groq.com/about,Groq,241,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://sambanova.ai/about,SambaNova,553,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cerebras.ai/about,Cerebras Systems,412,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://etched.com/about,Etched,162,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cognition-labs.com/about,Cognition AI,190,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://harvey.ai/about,Harvey AI,183,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://synthesia.io/about,Synthesia,489,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://elevenlabs.io/about,ElevenLabs,192,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://openai.com/about,OpenAI,1603,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anthropic.com/about,Anthropic,997,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cohere.com/about,Cohere,496,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://mistral.ai/about,Mistral AI,305,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://stability.ai/about,Stability AI,163,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://huggingface.co/about,Hugging Face,345,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://midjourney.com/about,Midjourney,145,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://runwayml.com/about,Runway,270,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://scale.com/about,Scale AI,1278,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://perplexity.ai/about,Perplexity AI,143,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://glean.com/about,Glean,345,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://adept.ai/about,Adept AI,217,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://character.ai/about,Character.ai Labs #178,292,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://together.ai/about,Together AI,220,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anyscale.com/about,Scale AI,369,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://inflection.ai/about,Inflection AI,195,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://pinecone.io/about,Pinecone,241,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://weaviate.io/about,Weaviate,114,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://qdrant.tech/about,Qdrant,231,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://trychroma.com/about,Chroma,115,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://langchain.com/about,LangChain,79,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://llamaindex.ai/about,LlamaIndex,187,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://wandb.ai/about,Weights & Biases Labs #188,408,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://replicate.com/about,Replicate,132,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://eleuther.ai/about,EleutherAI,59,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://groq.com/about,Groq,341,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://sambanova.ai/about,SambaNova,601,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cerebras.ai/about,Cerebras Systems,451,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://etched.com/about,Etched,87,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cognition-labs.com/about,Cognition AI,179,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://harvey.ai/about,Harvey AI,326,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://synthesia.io/about,Synthesia,333,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://elevenlabs.io/about,ElevenLabs,225,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://openai.com/about,OpenAI,1580,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anthropic.com/about,Anthropic,872,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://cohere.com/about,Cohere,559,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://mistral.ai/about,Mistral AI,188,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://stability.ai/about,Stability AI,208,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://huggingface.co/about,Hugging Face,469,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://midjourney.com/about,Midjourney,236,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://runwayml.com/about,Runway,255,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://scale.com/about,Scale AI,1226,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://perplexity.ai/about,Perplexity AI,190,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://glean.com/about,Glean,340,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://adept.ai/about,Adept AI,124,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://character.ai/about,Character.ai Labs #211,241,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://together.ai/about,Together AI,248,2026-08-16T15:06:53.999699+00:00
1.0,STARTUP,FrontierAtlas Directory Scraper,https://anyscale.com/about,Scale AI,353,2026-08-16T15:06:53.999699+00:00
